Wall time,Step,Value
1624064797.1163692,0,37.08000183105469
1624064853.764752,1,44.849998474121094
1624064931.4628315,2,53.31999969482422
1624065009.697396,3,48.599998474121094
1624065088.2072408,4,64.16999816894531
1624065166.9304414,5,67.83000183105469
1624065281.7284014,6,62.93000030517578
1624065412.0018482,7,71.87999725341797
1624065543.3334403,8,77.95999908447266
1624065674.3696654,9,71.33000183105469
1624065805.3312395,10,76.6500015258789
1624065936.3929935,11,74.86000061035156
1624066067.3811238,12,76.94000244140625
1624066198.5410297,13,77.54000091552734
1624066329.604274,14,74.7300033569336
1624066460.614306,15,80.37999725341797
1624066591.8521802,16,71.0
1624066722.9624028,17,80.44999694824219
1624066854.1575642,18,79.55000305175781
1624066985.070648,19,82.58999633789062
1624067116.178811,20,75.08000183105469
1624067247.3739235,21,78.43000030517578
1624067378.5058815,22,82.63999938964844
1624067509.6979382,23,79.0999984741211
1624067640.9538357,24,82.02999877929688
1624067771.9995527,25,83.63999938964844
1624067903.1008375,26,80.5
1624068034.0319827,27,81.1500015258789
1624068164.9315305,28,79.16999816894531
1624068295.90171,29,83.29000091552734
1624068426.7715166,30,80.44000244140625
1624068557.6731122,31,83.44999694824219
1624068688.5860538,32,73.48999786376953
1624068819.671895,33,76.87999725341797
1624068950.8185403,34,81.16999816894531
1624069081.8386142,35,83.36000061035156
1624069212.863436,36,81.29000091552734
1624069343.7111154,37,85.5999984741211
1624069474.60676,38,82.81999969482422
1624069605.6875896,39,85.81999969482422
1624069736.8393044,40,81.4000015258789
1624069867.7297318,41,85.94999694824219
1624069998.806921,42,78.83000183105469
1624070129.7787693,43,84.95999908447266
1624070260.9937904,44,83.47000122070312
1624070392.1151912,45,84.33000183105469
1624070523.178609,46,83.7699966430664
1624070654.0817535,47,83.5199966430664
1624070785.1167607,48,80.91999816894531
1624070916.1766965,49,85.38999938964844
1624071047.2171583,50,84.25
1624071178.3585606,51,85.01000213623047
1624071309.355821,52,81.30000305175781
1624071440.30238,53,82.1500015258789
1624071571.1389468,54,82.08999633789062
1624071701.9821684,55,81.47000122070312
1624071832.9674382,56,86.08999633789062
1624071963.9077673,57,86.08999633789062
1624072094.748044,58,85.48999786376953
1624072225.6803794,59,86.1500015258789
1624072356.7645643,60,84.73999786376953
1624072487.7300546,61,82.93000030517578
1624072618.7599432,62,86.0999984741211
1624072749.5977101,63,82.52999877929688
1624072880.5852444,64,84.22000122070312
1624073011.6016219,65,85.05999755859375
1624073142.7680295,66,84.75
1624073273.795696,67,83.72000122070312
1624073404.7284837,68,82.83999633789062
1624073535.7816384,69,86.44000244140625
1624073666.5938518,70,86.94000244140625
1624073797.5867717,71,83.91000366210938
1624073928.6085305,72,86.66999816894531
1624074059.6700957,73,86.51000213623047
1624074190.6196759,74,87.5
1624074321.6938932,75,86.72000122070312
1624074452.7320662,76,84.83000183105469
1624074583.8162496,77,86.36000061035156
1624074714.8642652,78,88.9800033569336
1624074845.9138393,79,84.98999786376953
1624074976.9200797,80,83.88999938964844
1624075107.9568274,81,87.94999694824219
1624075239.1864545,82,88.62000274658203
1624075370.2317557,83,85.2699966430664
1624075501.2361898,84,88.4000015258789
1624075632.391366,85,86.37000274658203
1624075763.4510903,86,88.45999908447266
1624075894.4613395,87,87.11000061035156
1624076025.4112146,88,86.0199966430664
1624076156.4085214,89,86.8499984741211
1624076287.2766454,90,88.0
1624076418.2663262,91,86.77999877929688
1624076549.1745508,92,85.68000030517578
1624076680.0856116,93,88.61000061035156
1624076811.0209117,94,86.58999633789062
1624076941.832756,95,84.79000091552734
1624077072.8156302,96,88.68000030517578
1624077203.655768,97,88.16999816894531
1624077334.716144,98,88.68000030517578
1624077465.7497237,99,89.55999755859375
1624077597.025454,100,88.9000015258789
1624077728.0608668,101,89.11000061035156
1624077859.030974,102,87.91000366210938
1624077989.9921162,103,89.08999633789062
1624078120.8707652,104,88.45999908447266
1624078251.7334216,105,87.63999938964844
1624078382.664309,106,89.43000030517578
1624078513.5786407,107,88.56999969482422
1624078644.6222718,108,88.66999816894531
1624078775.4963298,109,88.29000091552734
1624078906.5064466,110,86.73999786376953
1624079037.525012,111,89.2699966430664
1624079168.520281,112,88.9000015258789
1624079299.6804242,113,87.83999633789062
1624079430.747985,114,90.0
1624079561.9591956,115,87.5999984741211
1624079693.013413,116,89.37999725341797
1624079824.202625,117,87.41000366210938
1624079955.2521632,118,89.73999786376953
1624080086.2604556,119,88.9800033569336
1624080217.3173816,120,90.72000122070312
1624080348.4144237,121,89.58000183105469
1624080479.4476025,122,89.36000061035156
1624080610.4256358,123,90.45999908447266
1624080741.378189,124,91.13999938964844
1624080872.4587293,125,89.5999984741211
1624081003.5028877,126,90.62000274658203
1624081134.49417,127,90.5
1624081265.3838665,128,90.25
1624081396.5102868,129,88.4800033569336
1624081527.3610566,130,90.70999908447266
1624081658.4350126,131,90.87999725341797
1624081789.520971,132,90.58000183105469
1624081920.7410097,133,91.69000244140625
1624082051.8861907,134,90.44999694824219
1624082182.9463975,135,91.88999938964844
1624082313.9075875,136,91.66000366210938
1624082444.8934717,137,89.83000183105469
1624082576.054069,138,91.23999786376953
