Wall time,Step,Value
1624065216.9097426,0,2.3973493576049805
1624065218.1037922,0,2.2427561283111572
1624065228.0981112,0,2.207030773162842
1624065237.0099335,0,2.1999125480651855
1624065265.500636,0,2.236844778060913
1624065289.4609008,0,2.2487735748291016
1624065291.4156332,0,1.8920507431030273
1624065299.3641264,0,2.1082730293273926
1624065306.1713698,0,2.205610752105713
1624065319.1451902,0,1.7719316482543945
1624065319.9241838,0,1.9456552267074585
1624065344.712189,1,2.0871400833129883
1624065405.1551862,1,1.7806390523910522
1624065429.4334514,1,1.959031343460083
1624065445.6351793,1,2.0068140029907227
1624065448.708146,1,1.8968234062194824
1624065485.7731838,2,2.112518787384033
1624065490.74863,2,1.6629040241241455
1624065516.9535546,2,2.145700454711914
1624065520.080928,2,1.9040701389312744
1624065550.984835,2,1.934654712677002
1624065553.344441,2,1.6450223922729492
1624065564.0888686,2,1.4027137756347656
1624065634.452439,3,2.0585439205169678
1624065651.2426517,3,1.4494457244873047
1624065671.283352,3,1.3643053770065308
1624065686.011838,3,1.3651058673858643
1624065715.0998085,3,1.135538101196289
1624065764.9485397,4,1.5825632810592651
1624065786.4383593,4,1.3017444610595703
1624065787.558905,4,1.7325552701950073
1624065792.958792,4,1.2583690881729126
1624065794.5017853,4,1.1550273895263672
1624065813.049166,4,1.775390386581421
1624065815.7096329,4,1.2459287643432617
1624065832.4462748,4,1.396503210067749
1624065844.0183938,4,1.7957539558410645
1624065877.3035254,4,1.1992087364196777
1624065908.3205807,5,1.297542691230774
1624065949.5773249,5,1.892827033996582
1624065965.931272,5,1.83963942527771
1624065967.0745924,5,1.0520405769348145
1624066008.4140155,5,1.1095483303070068
1624066021.1867104,5,1.5135692358016968
1624066055.347683,6,1.1332330703735352
1624066066.898895,6,1.8823604583740234
1624066101.0196931,6,1.7646257877349854
1624066124.270278,6,1.8755221366882324
1624066182.808318,7,1.1077752113342285
1624066206.9085941,7,1.4419548511505127
1624066224.1269257,7,1.698966145515442
1624066255.8444505,7,0.8844200372695923
1624066273.947177,7,1.0154045820236206
1624066280.5846913,7,1.7702431678771973
1624066281.359658,7,0.926542341709137
1624066283.3139024,7,1.466956615447998
1624066293.089437,7,1.5636096000671387
1624066293.4794214,7,1.7849910259246826
1624066298.171861,7,1.7831783294677734
1624066300.0744202,7,1.8847169876098633
1624066329.5551255,8,1.3894696235656738
1624066388.626995,8,0.828957200050354
1624066409.8438487,8,0.8353369235992432
1624066515.804763,9,0.8527230620384216
1624066543.2241101,9,1.6449620723724365
1624066544.4024615,9,1.639618158340454
1624066609.0259175,10,0.8422709107398987
1624066635.6624563,10,0.9687208533287048
1624066641.926243,10,1.812489628791809
1624066642.3195493,10,0.6761240363121033
1624066664.5791116,10,1.7176337242126465
1624066750.7496266,11,1.5461920499801636
1624066804.0308151,11,1.4308578968048096
1624066804.809901,11,0.8148601651191711
1624066824.36174,11,1.7347391843795776
1624066851.5924895,11,0.7938400506973267
1624066898.1055577,12,0.5385802388191223
1624066900.8490198,12,1.4687703847885132
1624066942.281898,12,1.688668131828308
1624066953.2409334,12,1.697192668914795
1624066983.8163629,12,1.4783711433410645
1624067026.2008917,13,1.5590062141418457
1624067064.076957,13,0.6307507157325745
1624067078.1327305,13,0.7047275900840759
1624067110.7416537,13,1.605400800704956
1624067161.190086,14,1.625781536102295
1624067196.7034264,14,0.6390530467033386
1624067203.3248522,14,1.651010274887085
1624067263.117566,14,1.52199125289917
1624067264.6771202,14,1.648517370223999
1624067267.8064284,14,1.6343271732330322
1624067329.3707917,15,1.6640214920043945
1624067334.8514977,15,1.571191668510437
1624067349.6952455,15,1.020876407623291
1624067370.1519077,15,0.9777307510375977
1624067400.0576775,15,1.54734468460083
1624067449.6136913,16,1.5412046909332275
1624067470.7184968,16,0.9917247891426086
1624067481.61544,16,0.5260388255119324
1624067581.021868,17,1.4744997024536133
1624067586.5054083,17,1.100395679473877
1624067610.2967365,17,1.373042106628418
1624067659.969848,17,1.2942368984222412
1624067728.5875936,18,1.5585863590240479
1624067745.5253704,18,0.41635945439338684
1624067778.1747298,18,0.6408354640007019
1624067799.991623,18,1.1554946899414062
1624067802.7008185,18,1.6446712017059326
1624067816.4683394,18,0.6914989948272705
1624067867.1477585,19,1.4632527828216553
1624067921.5918806,19,1.599105715751648
1624067948.1446154,19,0.5742961764335632
1624067955.441756,19,0.5142002105712891
1624068000.9692092,20,1.6198816299438477
1624068009.7626007,20,0.4064047932624817
1624068034.345259,20,1.5281537771224976
1624068089.9920094,20,0.6345713138580322
1624068129.3698916,21,0.5583063960075378
1624068140.478891,21,0.6966552138328552
1624068176.4508028,21,1.224381923675537
1624068177.631524,21,1.8075683116912842
1624068182.3033006,21,0.3952272832393646
1624068237.4817142,21,1.4947117567062378
1624068299.03099,22,1.0276603698730469
1624068356.1499467,22,1.4164716005325317
1624068372.1560428,22,0.4659010171890259
1624068450.9449325,23,0.508712112903595
1624068478.0660465,23,0.9912649989128113
1624068504.5467968,23,1.740067720413208
1624068508.3602574,23,0.44453155994415283
1624068509.495926,23,0.7343593835830688
1624068515.2270522,23,1.4888471364974976
1624068527.9070506,23,1.6195602416992188
1624068616.5320082,24,1.3798577785491943
1624068653.2338233,24,1.5639643669128418
1624068657.1287315,24,1.3825180530548096
1624068689.065789,25,0.4598890244960785
1624068749.995651,25,1.1456727981567383
1624068778.9756668,25,1.3789896965026855
1624068841.6837425,26,1.4319899082183838
1624068857.46506,26,1.5084985494613647
1624068912.0942023,26,1.412368893623352
1624068914.0429366,26,1.6245741844177246
1624068917.564619,26,1.3523117303848267
1624068972.1642692,27,1.424420952796936
1624068983.0489597,27,1.4163427352905273
1624068986.8232644,27,0.984155535697937
1624069022.5627759,27,0.42948707938194275
1624069035.585715,27,1.250077486038208
1624069148.0324697,28,0.5963369607925415
1624069159.1460447,28,0.9570090770721436
1624069167.2306442,28,0.4348108172416687
1624069169.9574544,28,1.438375473022461
1624069192.6028895,28,1.6556262969970703
1624069314.1687093,29,1.5008816719055176
1624069335.8767734,29,1.432546854019165
1624069348.2473385,29,0.4001617133617401
1624069400.0178328,30,0.3599913418292999
1624069412.6598334,30,1.0182585716247559
1624069446.110006,30,0.4501650631427765
1624069451.2010555,30,0.406532883644104
1624069486.045454,30,0.32279789447784424
1624069495.022966,30,0.3350410461425781
1624069502.0495293,30,1.6520485877990723
1624069576.2123141,31,1.403280258178711
1624069601.0183096,31,1.2856518030166626
1624069687.4392383,32,0.5398132801055908
1624069762.125955,32,0.4925523102283478
1624069764.7971976,32,0.4021381139755249
1624069827.650002,33,1.6316276788711548
1624069858.7424712,33,0.44984105229377747
1624069875.3763254,33,0.3775913119316101
1624069908.1241946,33,1.5868772268295288
1624069919.8436186,33,0.3629656434059143
1624069944.3548937,34,0.4294256865978241
1624069966.6052558,34,0.4759463369846344
1624069984.4740245,34,0.6958099603652954
1624069984.863715,34,1.1742602586746216
1624069993.3369415,34,1.4381239414215088
1624070017.072301,34,0.452567458152771
1624070020.5931115,34,0.5797210335731506
1624070040.3482568,34,0.4142793118953705
1624070041.501184,34,1.3449883460998535
1624070055.926045,34,1.1273982524871826
1624070083.4215465,35,1.3262953758239746
1624070086.5578356,35,1.2336177825927734
1624070104.5472717,35,1.02543044090271
1624070136.2548537,35,1.5139284133911133
1624070143.6837766,35,0.2918737232685089
1624070173.1022267,35,1.3336265087127686
1624070196.9031644,35,0.4636673629283905
1624070277.4154918,36,0.34105995297431946
1624070297.6802838,36,1.464933156967163
1624070305.1643817,36,0.33845043182373047
1624070316.9416707,36,1.447788119316101
1624070320.4063723,36,1.337776780128479
1624070333.6715856,36,1.3922119140625
1624070384.096688,37,1.4203639030456543
1624070398.4164128,37,0.6033836603164673
1624070426.9284966,37,0.6487834453582764
1624070470.7111368,37,0.38736164569854736
1624070526.507954,38,0.5306286811828613
1624070528.4671352,38,1.5837994813919067
1624070542.501012,38,1.448764443397522
1624070554.3927886,38,0.2528669238090515
1624070591.4093144,38,1.0913949012756348
1624070601.5802364,38,1.2758350372314453
1624070609.3894186,38,1.461542010307312
1624070669.1517227,39,0.7198140621185303
1624070712.9087553,39,1.6117215156555176
1624070733.6415849,39,1.5098509788513184
1624070834.1717286,40,1.595400094985962
1624070932.8159747,41,0.3729521930217743
1624070956.2929847,41,1.5085150003433228
1624070986.5153182,41,1.3955981731414795
1624070993.1740084,41,1.502929925918579
1624071003.734688,41,1.4870319366455078
1624071011.9519172,41,1.2124836444854736
1624071016.6416404,41,1.5071134567260742
1624071022.5148377,41,1.4434993267059326
1624071090.5834074,42,0.45315754413604736
1624071154.2493677,42,1.299057126045227
1624071155.819742,42,1.5826117992401123
1624071211.6063945,43,1.5093512535095215
1624071227.6803555,43,0.3316916525363922
1624071247.563466,43,0.410076767206192
1624071256.5569108,43,1.4222631454467773
1624071279.650117,43,0.5005549788475037
1624071348.2304323,44,0.4844590425491333
1624071376.8832364,44,1.5303223133087158
1624071453.016681,44,1.4473499059677124
1624071525.8209922,45,0.24766148626804352
1624071551.5858889,45,0.38508763909339905
1624071554.2801476,45,0.3441195487976074
1624071564.2554672,45,1.4174596071243286
1624071571.1949174,45,0.3077690899372101
1624071593.531295,45,1.1478767395019531
1624071631.241948,46,1.4734331369400024
1624071703.236245,46,0.4350433349609375
1624071705.5909827,46,0.45761165022850037
1624071716.8685496,46,1.3306547403335571
1624071720.286244,46,1.4521311521530151
1624071724.0588157,46,1.0068631172180176
1624071778.197188,47,0.2994670867919922
1624071781.720474,47,1.4738266468048096
1624071789.942489,47,1.4585918188095093
1624071814.9307024,47,0.5730679035186768
1624071822.2718866,47,0.3113156259059906
1624071916.968197,48,1.3466471433639526
1624071952.0445673,48,1.4951695203781128
1624071984.576741,48,1.5069341659545898
1624072007.1099966,48,0.30035626888275146
1624072083.7306278,49,1.4412329196929932
1624072084.4937763,49,0.4167928397655487
1624072096.618814,49,0.228236123919487
1624072108.2748015,49,1.4623773097991943
1624072205.3294518,50,0.27168959379196167
1624072214.5742786,50,0.5180543065071106
1624072218.0058212,50,0.363054484128952
1624072238.6504762,50,1.438574194908142
1624072321.3362563,51,0.5742889046669006
1624072360.4881713,51,0.7359066009521484
1624072368.372775,51,1.4584436416625977
1624072419.962319,51,1.2734360694885254
1624072466.5982366,52,1.5092849731445312
1624072475.1020112,52,0.36338719725608826
1624072481.4864247,52,0.3001997470855713
1624072498.7176988,52,1.4332716464996338
1624072537.1397471,52,1.3892191648483276
1624072629.4661326,53,1.3929167985916138
1624072672.5399513,53,1.4585686922073364
1624072672.9256809,53,1.5010544061660767
1624072691.639479,53,1.5089030265808105
1624072708.0630991,53,0.35382553935050964
1624072790.620622,54,1.4360610246658325
1624072802.5525315,54,1.499512791633606
1624072815.7847326,54,1.341874361038208
1624072875.787543,55,0.4922332763671875
1624072888.271495,55,1.4520673751831055
1624072896.021804,55,1.5672311782836914
1624072905.814753,55,0.40503743290901184
1624072914.4149501,55,1.4619557857513428
1624072939.9346187,55,0.3666708767414093
1624072955.1701784,55,0.35370969772338867
1624072959.081559,55,1.391535758972168
1624073011.4301968,56,0.4182659387588501
1624073016.7830074,56,1.4479345083236694
1624073028.0282276,56,1.4801853895187378
1624073031.168007,56,1.3982915878295898
1624073042.5114458,56,1.3617417812347412
1624073080.8350728,56,1.3591840267181396
1624073188.456376,57,1.3579432964324951
1624073199.2166786,57,1.4210686683654785
1624073213.6572042,57,0.2591246962547302
1624073227.3402479,57,1.3617832660675049
1624073232.0250242,57,1.3287749290466309
1624073256.74869,57,1.4051265716552734
1624073327.1020112,58,1.4005098342895508
1624073348.0834613,58,0.33115488290786743
1624073399.1839044,58,1.3412959575653076
1624073399.566232,58,1.4808783531188965
1624073472.2738,59,1.483586311340332
1624073519.1015248,59,0.30598127841949463
1624073521.734258,59,1.498789668083191
1624073588.389065,60,1.381289005279541
1624073632.3735483,60,1.5221881866455078
1624073650.2976363,60,1.4107232093811035
1624073666.5422804,60,0.5049862265586853
1624073711.5553446,61,1.1567530632019043
1624073732.019099,61,0.4995530843734741
1624073771.5348423,61,1.4546622037887573
1624073888.156041,62,0.46351245045661926
1624073890.4652846,62,1.5614845752716064
1624073932.0973766,62,0.2981652617454529
1624073937.555004,62,0.435519814491272
1624073985.957842,63,0.2441854178905487
1624073988.2732627,63,1.2979611158370972
1624074021.7215874,63,1.4134970903396606
1624074030.5614545,63,0.2756510078907013
